name,title,class,link
1,Health & Counselling - Simon Fraser University (sfu.ca),SFU Health,https://www.sfu.ca/students/health.html
1_1,Medical Services - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor.html
1_3,Graduate student - Health & Counselling - Simon Fraser University (sfu.ca),Graduate Student Health Services,https://www.sfu.ca/students/health/graduate-students.html
1_5,Contact us - Health & Counselling - Simon Fraser University (sfu.ca),Contact & Support Information,https://www.sfu.ca/students/health/contact-us.html
1_6,Unregistered students - Health & Counselling - Simon Fraser University (sfu.ca),Health Services for Unregistered Students,https://www.sfu.ca/students/health/unregistered-students.html
1_1_1,See a nurse - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor/see-a-nurse.html
1_1_2,Vaccines - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor/vaccines.html
1_1_3,Sexual Health - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor/sexual-health.html
1_1_4,Gender-Affirming Care - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor/gender-affirming-care.html
1_1_5,Sick notes for missed classes and withdrawals - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/see-a-doctor/missed-classes.html
1_1_6,Medical clinics close to your location (medimap.ca),Medical Appointment & Clinical Services,https://medimap.ca
1_1_7,Disabled and neurodiverse students can access various options for support - Learn more - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/support-resources/counselling-services/disabled-neurodivergent.html
1_1_8,Centre for Accessible Learning - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/accessible-learning.html
1_1_9,For more information about academic concessions - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/enrolment-services/policies-and-procedures/academic-concessions.html.html#academic-concessions
1_1_10,"The Office of Student Support, Rights, and Responsibilities - Simon Fraser University (sfu.ca)",Medical Appointment & Clinical Services,https://www.sfu.ca/students/studentsupport.html
1_1_11,SFU's Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance.html
1_1_12,Visit this page for health resources - Health & Counselling - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/unregistered-students/
1_1_13,BC is transitioning from cytology (Pap test) to HPV testing (bccancer.bc.ca),Medical Appointment & Clinical Services,https://www.bccancer.bc.ca/screening/health-professionals/cervix
1_1_14,"If you are in BC, you can speak to a nurse 24/7 by calling 811 (healthlinkbc.ca)",Medical Appointment & Clinical Services,https://www.healthlinkbc.ca/search?kw=8+1+1
1_1_2_1,Individual extended health plan (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca
1_1_3_1,Broad definition of sexual health (optionsforsexualhealth.org),Medical Appointment & Clinical Services,https://www.optionsforsexualhealth.org/facts/sex/what-is-sexual-health/#1550008055237-2baa16bd-7e5d9428-eaf8
1_1_3_2,Options for Sexual Health (optionsforsexualhealth.org),Medical Appointment & Clinical Services,https://www.optionsforsexualhealth.org
1_1_3_3,Smart Sex Resource (smartsexresource.com),Medical Appointment & Clinical Services,https://smartsexresource.com
1_1_3_4,Health Initiative for Men (HIM) (checkhimout.ca),Medical Appointment & Clinical Services,https://checkhimout.ca
1_1_3_6,"If you do not have MSP, you can still schedule an appointment (getcheckedonline.com)",Medical Appointment & Clinical Services,https://getcheckedonline.com/Pages/default.aspx
1_1_3_7,Read more about cervical cancer screening here (bccancer.bc.ca),Medical Appointment & Clinical Services,https://www.bccancer.bc.ca/screening/cervix
1_1_3_8,For more information about contraception (optionsforsexualhealth.org),Medical Appointment & Clinical Services,https://www.optionsforsexualhealth.org/facts/birth-control/
1_1_3_9,Emergency Contraception - Learn more (healthlinkbc.ca),Medical Appointment & Clinical Services,https://www.healthlinkbc.ca/healthlinkbc-files/emergency-contraception-ec
1_1_3_10,Sex & U (sexandu.ca),Medical Appointment & Clinical Services,https://www.sexandu.ca
1_1_3_11,Sexual Violence Emergency Support - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/sexual-violence.html
1_1_4_1,Hormone Readiness Assessment (transcarebc.ca),Medical Appointment & Clinical Services,https://www.transcarebc.ca/hormone-therapy/how-to-start
1_1_4_2,Hormone therapy (transcarebc.ca),Medical Appointment & Clinical Services,https://www.transcarebc.ca/hormone-therapy
1_1_5_1,Do i qualify - SFU Student Services withdrawals policy,Medical Appointment & Clinical Services,https://www.sfu.ca/students/enrolment-services/appeals/withdrawals-extenuating-circumstances.html.html
1_1_5_3,Advising Services – Academic Difficulty - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/academicadvising/difficulty.html?_gl=1*1bjp4qh*_gcl_au*MTQ3MjU5MDUzMC4xNzYxNDg4MzMx*_ga*Mzc4MDYxMDcyLjE3NjE0ODgzMzE.*_ga_R4BCVYL1QF*czE3NjM3NzcxNTEkbzI0JGcxJHQxNzYzNzg0MTk3JGoxMiRsMCRoMA..
1_1_12_1,Guard me customer notice - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/guardme-notice.html
1_1_12_2,Opt - out deadlines - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/deadlines.html
1_1_12_3,Useful contacts - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/contact-us.html
1_1_12_4,International & US Student - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/international-us-students.html
1_1_12_5,Canadian Citizen & Permanent Resident - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/canadian-citizens-permanent-residents.html
1_1_12_6,International Teaching Assistant - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/international-teaching-assistants.html
1_1_12_7,Exchange/Study Abroad Students - 1 Term Exchange - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/1-term-exchange.html
1_1_12_8,Exchange/Study Abroad Students - 2-3 Term Exchange - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/2-3-term-exchange.html
1_1_12_9,Exchange/Study Abroad Students - 1 Term Study Abroad - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/1-term-study-abroad.html
1_1_12_10,Exchange/Study Abroad Students - 2-3 Term Study Abroad - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/2-3-term-study-abroad.html
1_1_12_11,Exchange/Study Abroad Students - Domestic Exchange - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/domestic-exchange.html
1_1_12_12,Visiting Graduate Research Student & Other Visitors - Medical Insurance - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/medical-insurance/visitors.html
1_1_12_1_1,Canadian Anti-Fraud Centre (antifraudcentre-centreantifraude.ca),Medical Appointment & Clinical Services,https://antifraudcentre-centreantifraude.ca/protect-protegez-eng.htm
1_1_12_2_1,Primary insurance opt - out (sites.guard.me/sfu),Medical Appointment & Clinical Services,https://sites.guard.me/sfu
1_1_12_2_2,StudentCare (SFSS Health & Dental Plan/GSS Benefit Plan (studentcare.ca),Medical Appointment & Clinical Services,https://www.studentcare.ca/View.aspx?locale=en&uid=SimonFraserUniversityundergraduatestudentsSFSS_Home&
1_1_12_2_3,Studentcare opt - out (studentcare.ca),Medical Appointment & Clinical Services,https://www.studentcare.ca
1_1_12_2_4,The Change-of-Coverage period* for StudentCare (studentcare.ca),Medical Appointment & Clinical Services,https://www.studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_ChangeofCoverage_ChangeofCoveragePeriod
1_1_12_3_1,International Services for Students - stududent service - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/isap/
1_1_12_3_2,Human Resources - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,http://www.sfu.ca/human-resources.html
1_1_12_3_3,Health and Counselling Services - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/health/?_gl=1*1cuweu8*_gcl_au*MTQ3MjU5MDUzMC4xNzYxNDg4MzMx*_ga*Mzc4MDYxMDcyLjE3NjE0ODgzMzE.*_ga_R4BCVYL1QF*czE3NjM4NTMwMTYkbzI2JGcxJHQxNzYzODUzODM5JGozMSRsMCRoMA..
1_1_12_3_4,Campus Security - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/srs/campus-safety-security.html
1_1_12_3_5,SFU Student Accounts - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/enrolment-services/get-help/hours-and-location.html
1_1_12_4_1,Connect with an international student advisor - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/students/isap/contact.html
1_1_12_4_2,SFSS Health and Dental Plan (undergraduate) cost (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_Cost_HowMuchDoesItCost
1_1_12_4_3,Change-of-Coverage Period (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_ChangeofCoverage_ChangeofCoveragePeriod
1_1_12_4_4,More Info: SFSS Health and Dental Plan website (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_Home
1_1_12_5_1,SFU Human Resources TSSU - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/human-resources/tssu.html
1_1_12_6_1,SFU Human Resources - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/human-resources/research-employees.html
1_1_12_6_4,GSS Health and Dental Plan (Graduates) - cost (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/IHaveAPlan_SFUSimonFraserUniversitygraduatestudentsGSS_Cost_HowMuchDoesItCost
1_1_12_7_1,Opt out of eligible plans (sites.guard.me/sfu),Medical Appointment & Clinical Services,https://sites.guard.me/sfu/optout/undergraduate
1_1_12_7_2,Limited secondary benefits (sites.guard.me/sfu),Medical Appointment & Clinical Services,https://sites.guard.me/sfu/
1_1_12_9_1,OPT OUT of the SFSS Health and Dental Plan (undergraduate) (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/SimonFraserUniversityundergraduatestudentsSFSS_ChangeofCoverage_OptOuts
1_1_12_9_2,OPT OUT of the GSS Health and Dental Plan (graduate) (studentcare.ca),Medical Appointment & Clinical Services,https://studentcare.ca/rte/en/IHaveAPlan_SFUSimonFraserUniversitygraduatestudentsGSS_ChangeofCoverage_OptOuts
1_1_12_10_1,Basic insurance for unexpected illness or accidents - Review the policy online (sites.guard.me/sfu),Medical Appointment & Clinical Services,https://sites.guard.me/sfu/department/visitors
1_1_12_10_4,Short-term and Visiting Faculty - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/human-resources/faculty/benefits/short-term-visiting.html
1_1_12_10_5,Visiting Scholars - Simon Fraser University (sfu.ca),Medical Appointment & Clinical Services,https://www.sfu.ca/faculty-relations.html?_gl=1*1hz2kjo*_gcl_au*MTQ3MjU5MDUzMC4xNzYxNDg4MzMx*_ga*Mzc4MDYxMDcyLjE3NjE0ODgzMzE.*_ga_R4BCVYL1QF*czE3NjM4NTMwMTYkbzI2JGcxJHQxNzYzODU3MDg1JGoyMiRsMCRoMA..
1_3_1,Call or text 9-8-8 to reach the National Crisis and Suicide Line (988.ca),Graduate Student Health Services,https://988.ca
1_3_2,,,
1_3_3,Transition Case Manager for International Students,Graduate Student Health Services,https://www.sfu.ca/students/health/support-resources/counselling-services/SupportForInternationalStudents.html
1_3_4,Tools for Well-being in the Classroom - Well-being in Learning Environments - Healthy Campus Community - Simon Fraser University (sfu.ca),Graduate Student Health Services,https://www.sfu.ca/healthycampuscommunity/learningenvironments/tools-for-well-being-in-the-classroom.html
1_3_5,,,
1_5_1,Our team - Contact Us - Health & Counselling - Simon Fraser University (sfu.ca),Contact & Support Information,https://www.sfu.ca/students/health/contact-us/our_team.html
1_5_2,Accessibility - Contact Us - Health & Counselling - Simon Fraser University (sfu.ca),Contact & Support Information,https://www.sfu.ca/students/health/contact-us/accessibility.html
1_5_3,Residency & Practicums - Health & Counselling - Simon Fraser University (sfu.ca),Contact & Support Information,https://www.sfu.ca/students/health/contact-us/internships-practicums.html
1_5_4,"In case of emergency, please call 911 or go to your nearest emergency room - Simon Fraser University (sfu.ca)",Contact & Support Information,https://www.sfu.ca/srs/contact/24-7-emergency-contacts.html
1_5_5,24/7 Crisis Line (bcmhsus.ca),Contact & Support Information,https://www.bcmhsus.ca/about-us/getting-help
1_5_1_1,SFU’s Indigenous Student Centre (ISC) - Simon Fraser University (sfu.ca),Contact & Support Information,https://www.sfu.ca/students/indigenous.html
1_5_2_1,Medical appointment (surveymonkey.ca),Contact & Support Information,https://www.surveymonkey.ca/r/YBPHXKD
1_6_1,"If you don’t have a doctor, you can register with the Health Connect Registry(healthlinkbc.ca)",Health Services for Unregistered Students,https://www.healthlinkbc.ca/find-care/health-connect-registry
1_6_2,Urgent and Primary Care Centres site (healthlinkbc.ca),Health Services for Unregistered Students,https://www.healthlinkbc.ca/primary-care/service-type/urgent-and-primary-care-centres
1_6_3,HealthLink BC (8-1-1 Service) (healthlinkbc.ca),Health Services for Unregistered Students,https://www.healthlinkbc.ca
1_6_5,See a doctor online - Maple (getmaple.ca),Health Services for Unregistered Students,https://www.getmaple.ca
1_6_6,See a doctor online - Rocket Doctor (rocketdoctor.io),Health Services for Unregistered Students,https://www.rocketdoctor.io
1_6_7,BC Pharmacy Finder (bcpharmacy.ca),Health Services for Unregistered Students,https://www.bcpharmacy.ca
1_4,Faculty & Staff - Health & Counselling - Simon Fraser University (sfu.ca),Creating a Culture of Care,https://www.sfu.ca/students/health/faculty-staff.html
1_4_1,Healthy Campus Community - Simon Fraser University (sfu.ca),Healthy Campus Communities,https://www.sfu.ca/healthycampuscommunity.html
1_4_2,Create a Culture of Care - Health & Counselling - Simon Fraser University (sfu.ca),Creating a Culture of Care,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-resources.html
1_4_3,Training and Education - Health & Counselling - Simon Fraser University (sfu.ca),Training and Education,https://www.sfu.ca/students/health/faculty-staff/request-a-workshop.html
1_4_4,Supporting Students in Distress - Health & Counselling - Simon Fraser University (sfu.ca),Supporting Student In Distress and Critical Incidents,https://www.sfu.ca/students/health/faculty-staff/response-guide.htmll
1_4_5,Critical Incident Support - Health & Counselling - Simon Fraser University (sfu.ca),Supporting Student In Distress and Critical Incidents,https://www.sfu.ca/students/health/faculty-staff/critical-support.html
1_4_6,Faculty & Staff Well-being - Health & Counselling - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/students/health/faculty-staff/faculty-staff-well-being.html
1_4_1_1,Well-being through Physical Spaces - Healthy Campus Communities,Well-being Through Physical Spaces,https://www.sfu.ca/healthycampuscommunity/projects/physical-spaces.html
1_4_1_2,Well-being in policy & academic settings - Healthy Campus Communities,Well-Being in Policy & Academic Settings,https://www.sfu.ca/healthycampuscommunity/projects/policy-settings.html
1_4_1_3,Well-being in learning environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments.html
1_4_1_4,Assessing Studet Well-Being in Class - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/assessing-wellbeing-in-class.html
1_4_1_5,Health and Well-being Resources Slide Deck - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/health-promotion-powerpoint.html
1_4_1_6,Template for Feedback - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/template-feedback.html
1_4_1_7,Pronoun Etiquette Cheat Sheet - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
1_4_1_8,Practices that support student well-being in remote (or in-person) settings - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
1_4_1_9,10 Ways to Embed Well-being into Remote Learning Environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
1_4_1_10,LGBTQIA2S+ Resources - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/LGBTQIA2S-resources-sfu-fhs.html
1_4_1_11,Class Check In Activity - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/class-check-in.html
1_4_1_12,Explore more resources - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library.html
1_4_1_13,About Us - Healthy Campus Communities,Contact & Support Information,https://www.sfu.ca/healthycampuscommunity/about.html
1_4_3_1,Information Booth Survey - Training and Education - Health & Counselling - Simon Fraser University (sfu.ca),Training and Education,https://www.surveymonkey.ca/r/requestworkshop
1_4_3_2,Contributing to a Healthy Campus Community Workshop - Support Services - - Health & Counselling - Simon Fraser University (sfu.ca),Training and Education,https://www.sfu.ca/students/health/support/mental-health.html
1_4_4_1,Campus Security Contact - Supporting Students in Distress,Supporting Student In Distress and Critical Incidents,https://www.sfu.ca/srs/contact.html
1_4_4_2,SOS/SID Canvas Course - Supporting students in Distress - Health & Counselling - Simon Fraser University (sfu.ca),Supporting Student In Distress and Critical Incidents,https://canvas.sfu.ca/courses/59634?_gl=1*1ghopzx*_gcl_au*MTE4MDgxMDAxNS4xNzYyMTQwNDU1*_ga*MTAyNDk1MTU3Ni4xNzUxODM0MDA1*_ga_R4BCVYL1QF*czE3NjM3OTMwNDgkbzE5JGcxJHQxNzYzNzkzMjY2JGo1OCRsMCRoMA..
1_4_5_1,Human Resources' mental health information and resources webpage - Critical Incident Support - Health & Counselling - Simon Fraser University (sfu.ca),Supporting Student In Distress and Critical Incidents,https://www.sfu.ca/human-resources/rtw-dm/Mental_Health_Information.html
1_4_6_1,Forms & Resources - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/human-resources/forms-resources/benefit-plan-summaries.html
1_4_6_2,Employee and Family Assistance Program - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/human-resources/faculty/benefits/efap.html
1_4_6_3,Ergonomic Guides - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,"https://www.sfu.ca/srs/work-research-safety/general-safety/ergonomics/assessments.html#:~:text=Workstation%20assessments-,Ergonomics,furniture%20and%20seating%20is%20purchased."
1_4_6_4,Learning & Development - - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/human-resources/learning-development.html
1_4_6_5,Multifaith Centre - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/students/multifaith.html
1_4_6_6,"Health Promotion, Return to Work, Disability & Sick Leave - Simon Fraser University (sfu.ca)",Faculty & Staff Well-being,https://www.sfu.ca/human-resources/rtw-dm.html
1_4_6_7,Safety & Risk Services - Simon Fraser University (sfu.ca),Faculty & Staff Well-being,https://www.sfu.ca/srs.html
1_4_1_3_1,Resource Library - Well-being in learning environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library.html
1_4_1_3_2,Rationale for this project - Well-being in learning environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/rationale.html
1_4_1_3_3,Center For Educational Excellence - Simon Fraser university (sfu.ca),Well-being In Learning Environments,https://www.sfu.ca/cee.html
1_4_1_3_4,Faculty and Instructor Profiles - Well-being in learning environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/faculty-instructor-profiles.html
1_4_1_3_5,Well Being Through the Supervisory Process - Well-being in learning environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/projects/supervisory-process.html
1_4_1_7_1,Services and supports - Health and Well-being Resources Slide Deck - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/quick-guide.html
1_4_1_11_1,Center for Accessible Learning - Simon Fraser University (sfu.ca),Well-being In Learning Environments,http://www.sfu.ca/students/accessible-learning/carousel-redirects/covid-announcement/covid-instructor-information.html
1_4_1_11_2,Get to know your Prof - 10 Ways to Embed Well-being into Remote Learning Environments - Healthy Campus Communities,Well-being In Learning Environments,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/get-to-know-your-prof.html
1_4_1_11_3,Power Point Slides Promoting Well-being - 10 Ways to Embed Well-being into Remote Learning Environments - Healthy Campus Communities,Well-being In Learning Environments,https://vault.sfu.ca/index.php/s/an5F4be71VuMUIY?_gl=1*1vss33u*_gcl_au*MTE4MDgxMDAxNS4xNzYyMTQwNDU1*_ga*MTAyNDk1MTU3Ni4xNzUxODM0MDA1*_ga_R4BCVYL1QF*czE3NjM3OTMwNDgkbzE5JGcxJHQxNzYzODAyMDk3JGo1OCRsMCRoMA..
